lemma_ipa	past_ipa	celex_freq	lemma_orth	past_orth	past_type	past_type2	notes	lemma_unicode	past_unicode
p ˈɪ t	p ˈɪ t ɨ d	57	pit	pitted	∅ -> ɨ d	regular	NA	pˈɪt	pˈɪtɨd
ɹ ˈoʊ	ɹ ˈoʊ d	57	row	rowed	∅ -> d	regular	NA	ɹˈo	ɹˈod
ɹ ɪ b j ˈu k	ɹ ɪ b j ˈu k t	57	rebuke	rebuked	∅ -> t	regular	NA	ɹɪbjˈuk	ɹɪbjˈukt
s ˈæ m p ə l	s ˈæ m p ə l d	57	sample	sampled	∅ -> d	regular	NA	sˈæmpəl	sˈæmpəld
s ə b d ˈu	s ə b d ˈu d	57	subdue	subdued	∅ -> d	regular	NA	səbdˈu	səbdˈud
s ɪ k ɹ ˈi t	s ɪ k ɹ ˈi t ɨ d	57	secrete	secreted	∅ -> ɨ d	regular	NA	sɪkɹˈit	sɪkɹˈitɨd
s ɪ m ˈɛ n t	s ɪ m ˈɛ n t ɨ d	57	cement	cemented	∅ -> ɨ d	regular	NA	sɪmˈɛnt	sɪmˈɛntɨd
s k ˈɪ n	s k ˈɪ n d	57	skin	skinned	∅ -> d	regular	NA	skˈɪn	skˈɪnd
s k w ˈa n d ɚ	s k w ˈa n d ɚ d	57	squander	squandered	∅ -> d	regular	NA	skwˈandɚ	skwˈandɚd
ʃ ˈʌ n	ʃ ˈʌ n d	57	shun	shunned	∅ -> d	regular	NA	ʃˈʌn	ʃˈʌnd
t ˈɪ ŋ g ə l	t ˈɪ ŋ g ə l d	57	tingle	tingled	∅ -> d	regular	NA	tˈɪŋgəl	tˈɪŋgəld
v ˈi ɹ	v ˈi ɹ d	57	veer	veered	∅ -> d	regular	NA	vˈiɹ	vˈiɹd
ʌ p ɹ ˈu t	ʌ p ɹ ˈu t ɨ d	57	uproot	uprooted	∅ -> ɨ d	regular	NA	ʌpɹˈut	ʌpɹˈutɨd
w ˈoʊ ɹ p	w ˈoʊ ɹ p t	57	warp	warped	∅ -> t	regular	NA	wˈoɹp	wˈoɹpt
ˈaɪ s	ˈaɪ s t	56	ice	iced	∅ -> t	regular	NA	ˈYs	ˈYst
ˈaʊ t l ɔ	ˈaʊ t l ɔ d	56	outlaw	outlawed	∅ -> d	regular	NA	ˈWtlɔ	ˈWtlɔd
ˈi l ɔ ŋ g eɪ t	ˈi l ɔ ŋ g eɪ t ɨ d	56	elongate	elongated	∅ -> ɨ d	regular	NA	ˈilɔŋget	ˈilɔŋgetɨd
ˈɪ m p l ɪ k eɪ t	ˈɪ m p l ɪ k eɪ t ɨ d	56	implicate	implicated	∅ -> ɨ d	regular	NA	ˈɪmplɪket	ˈɪmplɪketɨd
b ˈɝ d ə n	b ˈɝ d ə n d	56	burden	burdened	∅ -> d	regular	NA	bˈɝdən	bˈɝdənd
b ˈɝ oʊ	b ˈɝ oʊ d	56	burrow	burrowed	∅ -> d	regular	NA	bˈɝo	bˈɝod
b ˈɪ z i	b ˈɪ z i d	56	busy	busied	∅ -> d	regular	NA	bˈɪzi	bˈɪzid
b ˈʌ s t	b ˈʌ s t ɨ d	56	bust	busted	∅ -> ɨ d	regular	NA	bˈʌst	bˈʌstɨd
b l ˈa s ə m	b l ˈa s ə m d	56	blossom	blossomed	∅ -> d	regular	NA	blˈasəm	blˈasəmd
d ˈɪ m	d ˈɪ m d	56	dim	dimmed	∅ -> d	regular	NA	dˈɪm	dˈɪmd
d ɪ p ˈoʊ ɹ t	d ɪ p ˈoʊ ɹ t ɨ d	56	deport	deported	∅ -> ɨ d	regular	NA	dɪpˈoɹt	dɪpˈoɹtɨd
d ɪ v ˈaɪ n	d ɪ v ˈaɪ n d	56	divine	divined	∅ -> d	regular	NA	dɪvˈYn	dɪvˈYnd
dʒ ˈoʊ l t	dʒ ˈoʊ l t ɨ d	56	jolt	jolted	∅ -> ɨ d	regular	NA	Jˈolt	Jˈoltɨd
f ˈoʊ ɹ ɪ dʒ	f ˈoʊ ɹ ɪ dʒ d	56	forage	foraged	∅ -> d	regular	NA	fˈoɹɪJ	fˈoɹɪJd
f l ˈɪ t	f l ˈɪ t ɨ d	56	flit	flitted	∅ -> ɨ d	regular	NA	flˈɪt	flˈɪtɨd
h ˈu t	h ˈu t ɨ d	56	hoot	hooted	∅ -> ɨ d	regular	NA	hˈut	hˈutɨd
ɪ m p ˈɛ l	ɪ m p ˈɛ l d	56	impel	impelled	∅ -> d	regular	NA	ɪmpˈɛl	ɪmpˈɛld
ɪ ɹ ˈæ d ə k eɪ t	ɪ ɹ ˈæ d ə k eɪ t ɨ d	56	eradicate	eradicated	∅ -> ɨ d	regular	NA	ɪɹˈædəket	ɪɹˈædəketɨd
k ˈeɪ b ə l	k ˈeɪ b ə l d	56	cable	cabled	∅ -> d	regular	NA	kˈebəl	kˈebəld
k ˈoʊ ɹ ə l eɪ t	k ˈoʊ ɹ ə l eɪ t ɨ d	56	correlate	correlated	∅ -> ɨ d	regular	NA	kˈoɹəlet	kˈoɹəletɨd
k ˈoʊ ɹ n ɚ	k ˈoʊ ɹ n ɚ d	56	corner	cornered	∅ -> d	regular	NA	kˈoɹnɚ	kˈoɹnɚd
k ˈɔɪ n	k ˈɔɪ n d	56	coin	coined	∅ -> d	regular	NA	kˈOn	kˈOnd
k a n d ɪ s ˈɛ n d	k a n d ɪ s ˈɛ n d ɨ d	56	condescend	condescended	∅ -> ɨ d	regular	NA	kandɪsˈɛnd	kandɪsˈɛndɨd
k æ s t ɹ ˈeɪ t	k æ s t ɹ ˈeɪ t ɨ d	56	castrate	castrated	∅ -> ɨ d	regular	NA	kæstɹˈet	kæstɹˈetɨd
k l ˈæ ŋ	k l ˈæ ŋ d	56	clang	clanged	∅ -> d	regular	NA	klˈæŋ	klˈæŋd
m ˈɛ d ə l	m ˈɛ d ə l d	56	meddle	meddled	∅ -> d	regular	NA	mˈɛdəl	mˈɛdəld
p ˈa ɹ d ə n	p ˈa ɹ d ə n d	56	pardon	pardoned	∅ -> d	regular	NA	pˈaɹdən	pˈaɹdənd
p ˈa ɹ tʃ	p ˈa ɹ tʃ t	56	parch	parched	∅ -> t	regular	NA	pˈaɹC	pˈaɹCt
ɹ ɪ v ˈoʊ l t	ɹ ɪ v ˈoʊ l t ɨ d	56	revolt	revolted	∅ -> ɨ d	regular	NA	ɹɪvˈolt	ɹɪvˈoltɨd
s ɚ p ˈæ s	s ɚ p ˈæ s t	56	surpass	surpassed	∅ -> t	regular	NA	sɚpˈæs	sɚpˈæst
s k w ˈɝ t	s k w ˈɝ t ɨ d	56	squirt	squirted	∅ -> ɨ d	regular	NA	skwˈɝt	skwˈɝtɨd
s t ˈæ m ɚ	s t ˈæ m ɚ d	56	stammer	stammered	∅ -> d	regular	NA	stˈæmɚ	stˈæmɚd
s t ˈoʊ	s t ˈoʊ d	56	stow	stowed	∅ -> d	regular	NA	stˈo	stˈod
t ˈi ð	t ˈi ð d	56	teethe	teethed	∅ -> d	regular	NA	tˈið	tˈiðd
t ˈɪ ŋ k ə l	t ˈɪ ŋ k ə l d	56	tinkle	tinkled	∅ -> d	regular	NA	tˈɪŋkəl	tˈɪŋkəld
w ˈaɪ t w ɔ ʃ	w ˈaɪ t w ɔ ʃ t	56	whitewash	whitewashed	∅ -> t	regular	NA	wˈYtwɔʃ	wˈYtwɔʃt
ˈɛ m ɪ g ɹ eɪ t	ˈɛ m ɪ g ɹ eɪ t ɨ d	55	emigrate	emigrated	∅ -> ɨ d	regular	NA	ˈɛmɪgɹet	ˈɛmɪgɹetɨd
ˈoʊ ɹ i ə n t	ˈoʊ ɹ i ə n t ɨ d	55	orient	oriented	∅ -> ɨ d	regular	NA	ˈoɹiənt	ˈoɹiəntɨd
d ˈæ m p ə n	d ˈæ m p ə n d	55	dampen	dampened	∅ -> d	regular	NA	dˈæmpən	dˈæmpənd
dʒ ˈeɪ l	dʒ ˈeɪ l d	55	jail	jailed	∅ -> d	regular	NA	Jˈel	Jˈeld
f ˈoʊ ɹ f ɪ t	f ˈoʊ ɹ f ɪ t ɨ d	55	forfeit	forfeited	∅ -> ɨ d	regular	NA	fˈoɹfɪt	fˈoɹfɪtɨd
f l ˈa k	f l ˈa k t	55	flock	flocked	∅ -> t	regular	NA	flˈak	flˈakt
ɪ k s ˈɛ l	ɪ k s ˈɛ l d	55	excel	excelled	∅ -> d	regular	NA	ɪksˈɛl	ɪksˈɛld
ɪ n t ɹ ˈæ n s	ɪ n t ɹ ˈæ n s t	55	entrance	entranced	∅ -> t	regular	NA	ɪntɹˈæns	ɪntɹˈænst
k ˈa n f ɪ s k eɪ t	k ˈa n f ɪ s k eɪ t ɨ d	55	confiscate	confiscated	∅ -> ɨ d	regular	NA	kˈanfɪsket	kˈanfɪsketɨd
k ə n t ˈoʊ ɹ t	k ə n t ˈoʊ ɹ t ɨ d	55	contort	contorted	∅ -> ɨ d	regular	NA	kəntˈoɹt	kəntˈoɹtɨd
l ə m ˈɛ n t	l ə m ˈɛ n t ɨ d	55	lament	lamented	∅ -> ɨ d	regular	NA	ləmˈɛnt	ləmˈɛntɨd
m ˈɛ k ə n aɪ z	m ˈɛ k ə n aɪ z d	55	mechanize	mechanized	∅ -> d	regular	NA	mˈɛkənYz	mˈɛkənYzd
m ˈoʊ ɹ	m ˈoʊ ɹ d	55	moor	moored	∅ -> d	regular	NA	mˈoɹ	mˈoɹd
p ˈɛ d ə l	p ˈɛ d ə l d	55	pedal	pedalled	∅ -> d	regular	NA	pˈɛdəl	pˈɛdəld
p ˈi n ə l aɪ z	p ˈi n ə l aɪ z d	55	penalize	penalized	∅ -> d	regular	NA	pˈinəlYz	pˈinəlYzd
p ɹ oʊ t ɹ ˈæ k t	p ɹ oʊ t ɹ ˈæ k t ɨ d	55	protract	protracted	∅ -> ɨ d	regular	NA	pɹotɹˈækt	pɹotɹˈæktɨd
s t ˈeɪ ɹ i oʊ t aɪ p	s t ˈeɪ ɹ i oʊ t aɪ p t	55	stereotype	stereotyped	∅ -> t	regular	NA	stˈeɹiotYp	stˈeɹiotYpt
s t ɹ ˈʌ t	s t ɹ ˈʌ t ɨ d	55	strut	strutted	∅ -> ɨ d	regular	NA	stɹˈʌt	stɹˈʌtɨd
tʃ ˈaɪ m	tʃ ˈaɪ m d	55	chime	chimed	∅ -> d	regular	NA	CˈYm	CˈYmd
aɪ d ˈi ə l aɪ z	aɪ d ˈi ə l aɪ z d	54	idealize	idealized	∅ -> d	regular	NA	YdˈiəlYz	YdˈiəlYzd
b ɪ s ˈi dʒ	b ɪ s ˈi dʒ d	54	besiege	besieged	∅ -> d	regular	NA	bɪsˈiJ	bɪsˈiJd
b ɹ ˈaʊ z	b ɹ ˈaʊ z d	54	browse	browsed	∅ -> d	regular	NA	bɹˈWz	bɹˈWzd
f l ˈaʊ n d ɚ	f l ˈaʊ n d ɚ d	54	flounder	floundered	∅ -> d	regular	NA	flˈWndɚ	flˈWndɚd
f ɹ ˈæ k tʃ ɚ	f ɹ ˈæ k tʃ ɚ d	54	fracture	fractured	∅ -> d	regular	NA	fɹˈækCɚ	fɹˈækCɚd
g ˈa ɹ d ə n	g ˈa ɹ d ə n d	54	garden	gardened	∅ -> d	regular	NA	gˈaɹdən	gˈaɹdənd
g ˈæ g	g ˈæ g d	54	gag	gagged	∅ -> d	regular	NA	gˈæg	gˈægd
g ˈɝ g ə l	g ˈɝ g ə l d	54	gurgle	gurgled	∅ -> d	regular	NA	gˈɝgəl	gˈɝgəld
g ˈʌ ʃ	g ˈʌ ʃ t	54	gush	gushed	∅ -> t	regular	NA	gˈʌʃ	gˈʌʃt
ɪ k s p ˈaʊ n d	ɪ k s p ˈaʊ n d ɨ d	54	expound	expounded	∅ -> ɨ d	regular	NA	ɪkspˈWnd	ɪkspˈWndɨd
ɪ n d ˈaɪ t	ɪ n d ˈaɪ t ɨ d	54	indict	indicted	∅ -> ɨ d	regular	NA	ɪndˈYt	ɪndˈYtɨd
k ɹ ˈoʊ	k ɹ ˈoʊ d	54	crow	crowed	∅ -> d	regular	NA	kɹˈo	kɹˈod
m ˈi d i eɪ t	m ˈi d i eɪ t ɨ d	54	mediate	mediated	∅ -> ɨ d	regular	NA	mˈidiet	mˈidietɨd
p j ˈʊ ɹ ɪ f aɪ	p j ˈʊ ɹ ɪ f aɪ d	54	purify	purified	∅ -> d	regular	NA	pjˈʊɹɪfY	pjˈʊɹɪfYd
p l ˈeɪ k eɪ t	p l ˈeɪ k eɪ t ɨ d	54	placate	placated	∅ -> ɨ d	regular	NA	plˈeket	plˈeketɨd
ɹ ˈæ v ɪ dʒ	ɹ ˈæ v ɪ dʒ d	54	ravage	ravaged	∅ -> d	regular	NA	ɹˈævɪJ	ɹˈævɪJd
ɹ i l ˈeɪ	ɹ i l ˈeɪ d	54	relay	relayed	∅ -> d	regular	NA	ɹilˈe	ɹilˈed
ɹ ɪ t ɹ ˈæ k t	ɹ ɪ t ɹ ˈæ k t ɨ d	54	retract	retracted	∅ -> ɨ d	regular	NA	ɹɪtɹˈækt	ɹɪtɹˈæktɨd
t ɹ ə v ˈɝ s	t ɹ ə v ˈɝ s t	54	traverse	traversed	∅ -> t	regular	NA	tɹəvˈɝs	tɹəvˈɝst
w ˈɪ l t	w ˈɪ l t ɨ d	54	wilt	wilted	∅ -> ɨ d	regular	NA	wˈɪlt	wˈɪltɨd
θ ˈɔ	θ ˈɔ d	54	thaw	thawed	∅ -> d	regular	NA	θˈɔ	θˈɔd
ˈɛ tʃ	ˈɛ tʃ t	53	etch	etched	∅ -> t	regular	NA	ˈɛC	ˈɛCt
b ɹ ˈæ n tʃ	b ɹ ˈæ n tʃ t	53	branch	branched	∅ -> t	regular	NA	bɹˈænC	bɹˈænCt
d i dʒ ˈɛ n ɚ eɪ t	d i dʒ ˈɛ n ɚ eɪ t ɨ d	53	degenerate	degenerated	∅ -> ɨ d	regular	NA	diJˈɛnɚet	diJˈɛnɚetɨd
d ɪ s t ˈɪ l	d ɪ s t ˈɪ l d	53	distil	distilled	∅ -> d	regular	NA	dɪstˈɪl	dɪstˈɪld
ə l ˈaɪ t	ə l ˈaɪ t ɨ d	53	alight	alighted	∅ -> ɨ d	regular	NA	əlˈYt	əlˈYtɨd
f ˈaʊ l	f ˈaʊ l d	53	foul	fouled	∅ -> d	regular	NA	fˈWl	fˈWld
j ˈu ɹ ɪ n eɪ t	j ˈu ɹ ɪ n eɪ t ɨ d	53	urinate	urinated	∅ -> ɨ d	regular	NA	jˈuɹɪnet	jˈuɹɪnetɨd
m ˈɪ s t ɪ f aɪ	m ˈɪ s t ɪ f aɪ d	53	mystify	mystified	∅ -> d	regular	NA	mˈɪstɪfY	mˈɪstɪfYd
m ˈɔ l	m ˈɔ l d	53	maul	mauled	∅ -> d	regular	NA	mˈɔl	mˈɔld
n ˈɔ z i eɪ t	n ˈɔ z i eɪ t ɨ d	53	nauseate	nauseated	∅ -> ɨ d	regular	NA	nˈɔziet	nˈɔzietɨd
oʊ v ɚ ɹ ˈaɪ d	oʊ v ɚ ɹ ˈoʊ d	53	override	overrode	aɪ -> oʊ	irregular	NA	ovɚɹˈYd	ovɚɹˈod
p ˈɝ m i eɪ t	p ˈɝ m i eɪ t ɨ d	53	permeate	permeated	∅ -> ɨ d	regular	NA	pˈɝmiet	pˈɝmietɨd
p ˈɪ k ɪ t	p ˈɪ k ɪ t ɨ d	53	picket	picketed	∅ -> ɨ d	regular	NA	pˈɪkɪt	pˈɪkɪtɨd
p ˈɪ t i	p ˈɪ t i d	53	pity	pitied	∅ -> d	regular	NA	pˈɪti	pˈɪtid
p ɹ i s ə p ˈoʊ z	p ɹ i s ə p ˈoʊ z d	53	presuppose	presupposed	∅ -> d	regular	NA	pɹisəpˈoz	pɹisəpˈozd
ɹ ˈɛ m ə d i	ɹ ˈɛ m ə d i d	53	remedy	remedied	∅ -> d	regular	NA	ɹˈɛmədi	ɹˈɛmədid
ɹ ˈʌ s t	ɹ ˈʌ s t ɨ d	53	rust	rusted	∅ -> ɨ d	regular	NA	ɹˈʌst	ɹˈʌstɨd
s ɚ m ˈaʊ n t	s ɚ m ˈaʊ n t ɨ d	53	surmount	surmounted	∅ -> ɨ d	regular	NA	sɚmˈWnt	sɚmˈWntɨd
s k ɹ ˈæ b ə l	s k ɹ ˈæ b ə l d	53	scrabble	scrabbled	∅ -> d	regular	NA	skɹˈæbəl	skɹˈæbəld
s p ˈu n	s p ˈu n d	53	spoon	spooned	∅ -> d	regular	NA	spˈun	spˈund
b ˈeɪ l	b ˈeɪ l d	52	bail	bailed	∅ -> d	regular	NA	bˈel	bˈeld
b ɹ ˈæ n d	b ɹ ˈæ n d ɨ d	52	brand	branded	∅ -> ɨ d	regular	NA	bɹˈænd	bɹˈændɨd
g l ˈu	g l ˈu d	52	glue	glued	∅ -> d	regular	NA	glˈu	glˈud
h ˈɪ n dʒ	h ˈɪ n dʒ d	52	hinge	hinged	∅ -> d	regular	NA	hˈɪnJ	hˈɪnJd
k ˈa ɹ t	k ˈa ɹ t ɨ d	52	cart	carted	∅ -> ɨ d	regular	NA	kˈaɹt	kˈaɹtɨd
k l ˈa t	k l ˈa t ɨ d	52	clot	clotted	∅ -> ɨ d	regular	NA	klˈat	klˈatɨd
m ˈoʊ t ɚ	m ˈoʊ t ɚ d	52	motor	motored	∅ -> d	regular	NA	mˈotɚ	mˈotɚd
n ˈi d	n ˈi d ɨ d	52	knead	kneaded	∅ -> ɨ d	regular	NA	nˈid	nˈidɨd
oʊ v ɚ ʃ ˈæ d oʊ	oʊ v ɚ ʃ ˈæ d oʊ d	52	overshadow	overshadowed	∅ -> d	regular	NA	ovɚʃˈædo	ovɚʃˈædod
ɹ i d ɪ s t ɹ ˈɪ b j u t	ɹ i d ɪ s t ɹ ˈɪ b j u t ɨ d	52	redistribute	redistributed	∅ -> ɨ d	regular	NA	ɹidɪstɹˈɪbjut	ɹidɪstɹˈɪbjutɨd
ɹ i l ˈɪ v	ɹ i l ˈɪ v d	52	relive	relived	∅ -> d	regular	NA	ɹilˈɪv	ɹilˈɪvd
ɹ ɪ p ˈi l	ɹ ɪ p ˈi l d	52	repeal	repealed	∅ -> d	regular	NA	ɹɪpˈil	ɹɪpˈild
ɹ ɪ p j ˈu d i eɪ t	ɹ ɪ p j ˈu d i eɪ t ɨ d	52	repudiate	repudiated	∅ -> ɨ d	regular	NA	ɹɪpjˈudiet	ɹɪpjˈudietɨd
ʃ ˈoʊ l d ɚ	ʃ ˈoʊ l d ɚ d	52	shoulder	shouldered	∅ -> d	regular	NA	ʃˈoldɚ	ʃˈoldɚd
t ɹ ˈæ m p	t ɹ ˈæ m p t	52	tramp	tramped	∅ -> t	regular	NA	tɹˈæmp	tɹˈæmpt
t ɹ ˈu p	t ɹ ˈu p t	52	troop	trooped	∅ -> t	regular	NA	tɹˈup	tɹˈupt
t ɹ ˈʌ n d ə l	t ɹ ˈʌ n d ə l d	52	trundle	trundled	∅ -> d	regular	NA	tɹˈʌndəl	tɹˈʌndəld
ʌ n v ˈeɪ l	ʌ n v ˈeɪ l d	52	unveil	unveiled	∅ -> d	regular	NA	ʌnvˈel	ʌnvˈeld
w ˈa l oʊ	w ˈa l oʊ d	52	wallow	wallowed	∅ -> d	regular	NA	wˈalo	wˈalod
ˈeɪ ɹ	ˈeɪ ɹ d	51	err	erred	∅ -> d	regular	NA	ˈeɹ	ˈeɹd
æ p ɹ ɪ h ˈɛ n d	æ p ɹ ɪ h ˈɛ n d ɨ d	51	apprehend	apprehended	∅ -> ɨ d	regular	NA	æpɹɪhˈɛnd	æpɹɪhˈɛndɨd
d ɪ s ˈaɪ f ɚ	d ɪ s ˈaɪ f ɚ d	51	decipher	deciphered	∅ -> d	regular	NA	dɪsˈYfɚ	dɪsˈYfɚd
d ɪ s ə p ˈɔɪ n t	d ɪ s ə p ˈɔɪ n t ɨ d	51	disappoint	disappointed	∅ -> ɨ d	regular	NA	dɪsəpˈOnt	dɪsəpˈOntɨd
ə p ɹ ˈoʊ p ɹ i eɪ t	ə p ɹ ˈoʊ p ɹ i eɪ t ɨ d	51	appropriate	appropriated	∅ -> ɨ d	regular	NA	əpɹˈopɹiet	əpɹˈopɹietɨd
f ˈeɪ ɹ	f ˈeɪ ɹ d	51	fare	fared	∅ -> d	regular	NA	fˈeɹ	fˈeɹd
f ɚ m ˈɛ n t	f ɚ m ˈɛ n t ɨ d	51	ferment	fermented	∅ -> ɨ d	regular	NA	fɚmˈɛnt	fɚmˈɛntɨd
f ɹ ˈeɪ	f ɹ ˈeɪ d	51	fray	frayed	∅ -> d	regular	NA	fɹˈe	fɹˈed
g ˈa l f	g ˈa l f t	51	golf	golfed	∅ -> t	regular	NA	gˈalf	gˈalft
ɪ l ˈæ p s	ɪ l ˈæ p s t	51	elapse	elapsed	∅ -> t	regular	NA	ɪlˈæps	ɪlˈæpst
ɪ n s t ˈɪ l	ɪ n s t ˈɪ l d	51	instil	instilled	∅ -> d	regular	NA	ɪnstˈɪl	ɪnstˈɪld
ɪ n t ɚ s p ˈɝ s	ɪ n t ɚ s p ˈɝ s t	51	intersperse	interspersed	∅ -> t	regular	NA	ɪntɚspˈɝs	ɪntɚspˈɝst
k ə n f ˈaʊ n d	k ə n f ˈaʊ n d ɨ d	51	confound	confounded	∅ -> ɨ d	regular	NA	kənfˈWnd	kənfˈWndɨd
l ˈoʊ	l ˈoʊ d	51	low	lowed	∅ -> d	regular	NA	lˈo	lˈod
p ˈɛ g	p ˈɛ g d	51	peg	pegged	∅ -> d	regular	NA	pˈɛg	pˈɛgd
s ˈɪ n θ ə s aɪ z	s ˈɪ n θ ə s aɪ z d	51	synthesize	synthesized	∅ -> d	regular	NA	sˈɪnθəsYz	sˈɪnθəsYzd
s k ˈæ m p ɚ	s k ˈæ m p ɚ d	51	scamper	scampered	∅ -> d	regular	NA	skˈæmpɚ	skˈæmpɚd
t ɹ æ n s p l ˈæ n t	t ɹ æ n s p l ˈæ n t ɨ d	51	transplant	transplanted	∅ -> ɨ d	regular	NA	tɹænsplˈænt	tɹænsplˈæntɨd
ˈʌ n dʒ u l eɪ t	ˈʌ n dʒ u l eɪ t ɨ d	50	undulate	undulated	∅ -> ɨ d	regular	NA	ˈʌnJulet	ˈʌnJuletɨd
b ˈoʊ l s t ɚ	b ˈoʊ l s t ɚ d	50	bolster	bolstered	∅ -> d	regular	NA	bˈolstɚ	bˈolstɚd
b ˈɔɪ k a t	b ˈɔɪ k a t ɨ d	50	boycott	boycotted	∅ -> ɨ d	regular	NA	bˈOkat	bˈOkatɨd
b ɹ ˈeɪ d	b ɹ ˈeɪ d ɨ d	50	braid	braided	∅ -> ɨ d	regular	NA	bɹˈed	bɹˈedɨd
d ˈæ m p	d ˈæ m p t	50	damp	damped	∅ -> t	regular	NA	dˈæmp	dˈæmpt
ə s ˈeɪ l	ə s ˈeɪ l d	50	assail	assailed	∅ -> d	regular	NA	əsˈel	əsˈeld
f l ˈɔ n t	f l ˈɔ n t ɨ d	50	flaunt	flaunted	∅ -> ɨ d	regular	NA	flˈɔnt	flˈɔntɨd
k ˈoʊ ɹ ə g eɪ t	k ˈoʊ ɹ ə g eɪ t ɨ d	50	corrugate	corrugated	∅ -> ɨ d	regular	NA	kˈoɹəget	kˈoɹəgetɨd
k ə m j ˈu t	k ə m j ˈu t ɨ d	50	commute	commuted	∅ -> ɨ d	regular	NA	kəmjˈut	kəmjˈutɨd
l ˈɔɪ t ɚ	l ˈɔɪ t ɚ d	50	loiter	loitered	∅ -> d	regular	NA	lˈOtɚ	lˈOtɚd
l ˈʌ l	l ˈʌ l d	50	lull	lulled	∅ -> d	regular	NA	lˈʌl	lˈʌld
m ˈʌ ð ɚ	m ˈʌ ð ɚ d	50	mother	mothered	∅ -> d	regular	NA	mˈʌðɚ	mˈʌðɚd
p ˈa k ɪ t	p ˈa k ɪ t ɨ d	50	pocket	pocketed	∅ -> ɨ d	regular	NA	pˈakɪt	pˈakɪtɨd
p ˈeɪ ɹ	p ˈeɪ ɹ d	50	pair	paired	∅ -> d	regular	NA	pˈeɹ	pˈeɹd
p ɚ v ˈɝ t	p ɚ v ˈɝ t ɨ d	50	pervert	perverted	∅ -> ɨ d	regular	NA	pɚvˈɝt	pɚvˈɝtɨd
ɹ ˈu m ɚ	ɹ ˈu m ɚ d	50	rumour	rumoured	∅ -> d	regular	NA	ɹˈumɚ	ɹˈumɚd
ɹ ɛ k ə l ˈɛ k t	ɹ ɛ k ə l ˈɛ k t ɨ d	50	recollect	recollected	∅ -> ɨ d	regular	NA	ɹɛkəlˈɛkt	ɹɛkəlˈɛktɨd
ɹ i d ɹ ˈɛ s	ɹ i d ɹ ˈɛ s t	50	redress	redressed	∅ -> t	regular	NA	ɹidɹˈɛs	ɹidɹˈɛst
s ˈaɪ t	s ˈaɪ t ɨ d	50	sight	sighted	∅ -> ɨ d	regular	NA	sˈYt	sˈYtɨd
s ˈaɪ z	s ˈaɪ z d	50	size	sized	∅ -> d	regular	NA	sˈYz	sˈYzd
s l ˈa p	s l ˈa p t	50	slop	slopped	∅ -> t	regular	NA	slˈap	slˈapt
s l ˈæ n t	s l ˈæ n t ɨ d	50	slant	slanted	∅ -> ɨ d	regular	NA	slˈænt	slˈæntɨd
s p ˈæ t ɚ	s p ˈæ t ɚ d	50	spatter	spattered	∅ -> d	regular	NA	spˈætɚ	spˈætɚd
s t ɹ ˈæ d ə l	s t ɹ ˈæ d ə l d	50	straddle	straddled	∅ -> d	regular	NA	stɹˈædəl	stɹˈædəld
t ˈeɪ ɹ ə ɹ aɪ z	t ˈeɪ ɹ ə ɹ aɪ z d	50	terrorize	terrorized	∅ -> d	regular	NA	tˈeɹəɹYz	tˈeɹəɹYzd
ˈɪ n s t ə t u t	ˈɪ n s t ə t u t ɨ d	49	institute	instituted	∅ -> ɨ d	regular	NA	ˈɪnstətut	ˈɪnstətutɨd
b ˈʊ tʃ ɚ	b ˈʊ tʃ ɚ d	49	butcher	butchered	∅ -> d	regular	NA	bˈʊCɚ	bˈʊCɚd
b ɹ ˈeɪ n w ɔ ʃ	b ɹ ˈeɪ n w ɔ ʃ t	49	brainwash	brainwashed	∅ -> t	regular	NA	bɹˈenwɔʃ	bɹˈenwɔʃt
b ɹ ˈɪ m	b ɹ ˈɪ m d	49	brim	brimmed	∅ -> d	regular	NA	bɹˈɪm	bɹˈɪmd
d i s ˈɛ n t ɹ ə l aɪ z	d i s ˈɛ n t ɹ ə l aɪ z d	49	decentralize	decentralized	∅ -> d	regular	NA	disˈɛntɹəlYz	disˈɛntɹəlYzd
d ɪ f j ˈu z	d ɪ f j ˈu z d	49	diffuse	diffused	∅ -> d	regular	NA	dɪfjˈuz	dɪfjˈuzd
d ɪ s g ɹ ˈeɪ s	d ɪ s g ɹ ˈeɪ s t	49	disgrace	disgraced	∅ -> t	regular	NA	dɪsgɹˈes	dɪsgɹˈest
f ˈoʊ ɹ k	f ˈoʊ ɹ k t	49	fork	forked	∅ -> t	regular	NA	fˈoɹk	fˈoɹkt
f ˈoʊ ɹ m ə l aɪ z	f ˈoʊ ɹ m ə l aɪ z d	49	formalize	formalized	∅ -> d	regular	NA	fˈoɹməlYz	fˈoɹməlYzd
f ɹ ɪ k w ˈɛ n t	f ɹ ɪ k w ˈɛ n t ɨ d	49	frequent	frequented	∅ -> ɨ d	regular	NA	fɹɪkwˈɛnt	fɹɪkwˈɛntɨd
ɪ m b ˈɪ t ɚ	ɪ m b ˈɪ t ɚ d	49	embitter	embittered	∅ -> d	regular	NA	ɪmbˈɪtɚ	ɪmbˈɪtɚd
ɪ m p ˈaʊ ɚ	ɪ m p ˈaʊ ɚ d	49	empower	empowered	∅ -> d	regular	NA	ɪmpˈWɚ	ɪmpˈWɚd
